Title,Genre,Tags,cast,Rating,type
Dream High 2,"Comedy, Music, Romance","TV Shows,Teen TV Shows,TV Dramas,Asian TV Shows,Korean TV Shows,Music & Musicals","Jin-woon Jung, Kim Soo-Hyun, J.Y. Park, Lee Ji-eun",7.6,Series
BAKI,"Animation, Action, Sport","Anime Action,Anime,Japanese TV Shows,Anime Series,TV Shows Based on Manga,Shounen Anime","Kirk Thornton, Nobunaga Shimazaki, Troy Baker, Tôru Furuya",6.7,Series
Life Sentence,"Comedy, Drama","TV Shows,TV Dramas","Brooke Lyons, Lucy Hale, Elliot Knight, Jayson Blair",6.6,Series
Full House,"Comedy, Romance","TV Comedies,Korean TV Shows,Romantic TV Shows,Asian TV Shows,TV Shows,Romantic TV Comedies,TV Shows Based on Comics","Hye-Kyo Song, Eun-jeong Han, Seong-su Kim, Rain",7.9,Series
Who Are You: School 2015,"Drama, Mystery, Romance","TV Dramas,Romantic TV Dramas,Teen TV Shows,Korean TV Shows,TV Mysteries","Nam Joo-Hyuk, Mi-seon Jeon, Doo-Sik Park, Kim So-Hyun",7.7,Series
Cinderella and the Four Knights,"Comedy, Romance","Korean TV Shows,International TV Dramas,International TV Comedies,Asian TV Shows,International TV Shows,Romantic International TV Shows,TV Comedies,TV Dramas,Romantic TV Comedies,Romantic TV Dramas,TV Shows Based on Books","Jung Il-Woo, Jung Shin Lee, Ahn Jae-Hyun, Park So-dam",7.4,Series
Unsolved,"Biography, Crime","TV Dramas,US TV Shows,TV Shows,Crime TV Dramas,US Police TV Shows,Police TV Shows,Hip-Hop,TV Shows Based on Books","Bokeem Woodbine, Josh Duhamel, Wavyy Jonez, Marcc Rose",7.9,Series
Hajime No Ippo: Rising,"Animation, Action, Comedy, Sport","Anime,Anime Dramas,TV Shows,Anime Series","Rikiya Koyama, Kôhei Kiyasu, Akio Ôtsuka",8.7,Series
Marlon,Comedy,"US TV Shows,TV Shows,Sitcoms,TV Comedies,Family Watch Together TV","Bresha Webb, Diallo Riddle, Marlon Wayans, Essence Atkins",7.0,Series
The Hollow,"Animation, Drama, Family, Mystery, Sci-Fi","Kids TV,TV Cartoons,TV Shows","Adrian Petriw, Ashleigh Ball, Mark Hildreth, Connor Parnall",7.2,Series
Enemigo íntimo,Drama,"US TV Shows,TV Soaps Featuring a Strong Female Lead,Crime TV Dramas,TV Shows,TV Soaps,TV Dramas,Crime TV Soaps","Fernanda Castillo, María del Carmen Félix, Raúl Méndez, Monica Jimenez",7.4,Series
The Staircase,"Documentary, Crime, Drama","Crime Documentaries,Documentaries,TV Thrillers,TV Shows,Social & Cultural Docs,US TV Shows,Crime TV Shows,TV Mysteries,Docuseries,True Crime Documentaries","David Rudolf, Michael Peterson, Ron Guerette, Martha Ratliff",7.9,Series
Healer,"Action, Drama, Mystery, Thriller","TV Action & Adventure,TV Shows,Romantic TV Shows,Asian TV Shows,TV Dramas,Romantic TV Dramas,Korean TV Shows,Social Issue TV Dramas","Bill Paterson, Velibor Topic, Óscar Jaenada, Melia Kreiling",6.8,Series
Monkey Twins,Action,"Asian TV Shows,TV Shows,Crime TV Shows,TV Action & Adventure,Thai TV Shows","Zozeen Panyanut Jirarottanakasem, Phutharit Prombandal, Vithaya Pansringarm, Sumret Muengput",6.8,Series
November 13: Attack on Paris,Documentary,"Documentaries,Social & Cultural Docs,International Documentaries,TV Shows,Docuseries","Bernard Cazeneuve, Philippe Boutinaud, Barouyr, Benoit",8.3,Series
Oh My Venus,"Comedy, Drama, Romance","International TV Comedies,Korean TV Shows,Asian TV Shows,International TV Shows,Romantic International TV Shows,TV Comedies,Romantic TV Comedies","Henry Lau, Sung Hoon, So Ji-seob, Shin Min-a",7.9,Series
The Producers,"Comedy, Drama, Romance","TV Comedies,Asian TV Shows,TV Shows,Korean TV Shows,TV Dramas","Hyo-Jin Kong, Kim Soo-Hyun, Lee Ji-eun, Tae-Hyun Cha",7.3,Series
Kabaneri of the Iron Fortress,"Animation, Action, Adventure, Drama, Fantasy, Horror","Japanese TV Shows,Thriller & Horror Anime,Anime Series,Anime Action,Anime,Anime Horror Films,Horror Programmes,Sci-Fi & Fantasy Anime","Richard Epcar, Ben Diskin, Doug Erholtz, Robbie Daymond",7.2,Series
Uncontrollably Fond,"Drama, Romance","TV Shows,Romantic TV Shows,TV Dramas,Asian TV Shows,Korean TV Shows,Romantic TV Dramas","Lim Ju-Eun, Kim Woo-Bin, Ju-hwan Lim, Bae Suzy",7.8,Series
Love in the Moonlight,"Comedy, Drama, Romance","Romantic TV Shows,Asian TV Shows,TV Shows,TV Comedies,Romantic Favorites,Korean TV Shows,Political TV Shows,Romantic TV Comedies","Kwak Dong-Yeon, Kim Yoo-Jeong, Chae Soo-bin, Park Bo-Gum",7.9,Series
Hwarang,"Comedy, Drama, History, Romance","TV Action & Adventure,TV Shows,TV Comedies,Korean TV Shows,Asian TV Shows,Romantic TV Shows,TV Dramas,Period Pieces,Political TV Shows,Romantic TV Comedies,Romantic TV Dramas,International Period Pieces","Park Seo-Joon, Minho Choi, Park Hyung-Shik, Ara Go",8.0,Series
Evil Genius,History,"Crime Documentaries,US TV Shows,Crime Docuseries,Documentaries,TV Mysteries,Docuseries,TV Shows","Judy Ho, Tim Friedlander",7.8,Series
The Who Was? Show,"Short, Adventure, Comedy, Family","Education for Kids,TV Comedies,Kids TV,TV Shows","Kirrilee Berger, H. Jon Benjamin, Andrew Daly, Lilla Crawford",6.6,Series
Safe,Drama,"Crime TV Dramas,Police TV Shows,TV Dramas,British TV Shows,British TV Dramas,TV Shows,TV Mysteries","Ewen Leslie, Leeanna Walsman, Joel Jackson, Phoebe Tonkin",6.6,Series
13 Reasons Why: Beyond the Reasons,"Documentary, Short","TV Shows,US TV Shows,Documentaries","Ross Butler, Devin Druid, Alisha Boe, Jay Asher",7.9,Series
The Rain,"Drama, Sci-Fi, Thriller","Teen TV Shows,TV Dramas,TV Sci-Fi & Fantasy,TV Shows,TV Teen Dramas","Alba August, Mikkel Boe Følsgaard, Lukas Løkken, Lucas Lynggaard Tønnesen",6.3,Series
Barbie Dreamhouse Adventures,"Animation, Comedy, Family","Kids TV,TV Cartoons,TV Shows,Kids TV for ages 5 to 7,Kids TV for ages 8 to 10","America Young, Cassidy Naber, Cassandra Lee Morris, Kirsten Day",6.8,Series
The Durrells,"Biography, Comedy, Drama, Romance","British TV Shows,TV Dramas,British TV Dramas,TV Shows,TV Shows Based on Books","Keeley Hawes, Daisy Waterstone, Josh O'Connor, Milo Parker",8.2,Series
Monogatari Series 2nd Season,"Animation, Adventure, Comedy, Fantasy, Romance","Anime,Japanese TV Shows,Anime Series,Anime Sci-Fi & Fantasy","Yôji Ueda, Kaori Mizuhashi, Saori Hayami, Ken Narita",8.5,Series
Millennium,"Action, Crime, Mystery, Thriller","TV Shows,Miniseries,Swedish TV Shows,Nordic TV Shows,Crime TV Shows,TV Dramas,TV Mysteries,TV Action & Adventure,Crime TV Dramas","Sofia Ledarp, Noomi Rapace, Michael Nyqvist, Lena Endre",8.4,Series
Another,"Animation, Drama, Horror, Mystery","Anime,Anime Series,TV Thrillers,TV Shows,TV Horror,Anime Horror Films,Japanese TV Programmes,TV Programmes Based on Books,Anime based on Books,Mystery & Thriller Anime","Tomoaki Maeno, Natsumi Takamori, Greg Ayres, Atsushi Abe",7.6,Series
Gegege no Kitaro 6,"Animation, Adventure, Fantasy","Japanese TV Shows,Japanese TV Sci-Fi & Fantasy",Yukiyo Fujii,7.2,Series
Signal,"Crime, Drama, Fantasy, Sci-Fi, Thriller","International TV Thrillers & Mysteries,Asian TV Shows,International TV Shows,International TV Sci-Fi & Fantasy,International TV Dramas,Korean TV Shows,TV Dramas,Crime TV Dramas,TV Thrillers","Hyun-Sung Jang, Lee Jehoon, Kim Hye-su, Cho Jin-woong",8.6,Series
Bobby Kennedy for President,"Documentary, Biography, Drama","Documentaries,US TV Shows,Political Documentaries,TV Shows,Historical Documentaries,Biographical Documentaries,Social & Cultural Docs","William Arnone, Paul Schrade, Peter Edelman, Harry Belafonte",8.2,Series
Maho Girls PreCure!,"Animation, Action, Fantasy, Romance","Kids Anime,Anime,Japanese TV Shows,Kids TV,Anime Series,Japanese Kids TV","Kotoe Taichi, Rie Kitagawa, Yui Horie, Saitou Ayaka",7.6,Series
Happy!,"Action, Comedy, Crime, Fantasy, Mystery, Thriller","US TV Shows,TV Comedies,TV Shows,TV Action & Adventure,TV Shows Based on Comics","Christopher Meloni, Patton Oswalt, Ritchie Coster, Lili Mirojnick",8.2,Series
Luis Miguel - The Series,"Biography, Drama, History, Music, Romance","TV Shows,TV Dramas,Period Pieces,Music & Musicals,Mexican TV Shows,Latin American TV Shows,TV Shows Based on Books,Music","Diego Boneta, Martín Bello, Óscar Jaenada, César Bordón",8.1,Series
The Letdown,Comedy,"TV Shows,TV Dramas,TV Comedies","Leon Ford, Sacha Horler, Duncan Fellows, Alison Bell",7.5,Series
Aggretsuko,"Animation, Comedy, Musical","Anime,Anime Comedies,Adult Animation,Anime Series,TV Shows",Kaolip,8.3,Series
A Bride for Rip Van Winkle,"Drama, Mystery, Romance","Japanese Movies,Dramas,Dramas based on Books,Japanese Dramas,TV Dramas,TV Shows Based on Books,Japanese TV Series","Gô Ayano, Gô Jibiki, Haru Kuroki, Cocco",7.2,Series
Hormones,Documentary,"TV Shows,Asian TV Shows,TV Dramas,Romantic TV Shows,Romantic TV Dramas,Teen Programmes,Thai TV Programmes",John Wass,6.6,Series
The Alienist,"Crime, Drama, Mystery","US TV Shows,TV Thrillers,Crime TV Dramas,TV Dramas,TV Shows,Crime TV Shows,TV Mysteries,Period Pieces,TV Shows Based on Books","Luke Evans, Daniel Brühl, Robert Wisdom, Douglas Smith",7.7,Series
Steins;Gate 0,"Animation, Drama, Mystery, Sci-Fi, Thriller","Anime Series,Anime,Anime Sci-Fi & Fantasy,Thriller & Horror Anime,Japanese TV Shows,Sci-Fi Anime,TV Thrillers,Anime based on a Video Game,Mystery & Thriller Anime","J. Michael Tatum, Monica Rial, Tyson Rinehart, Cherami Leigh",8.4,Series
Charité,"Drama, History","German TV Shows,TV Shows,TV Dramas,Period Pieces","Nina Gummich, Mala Emde, Alicia von Rittberg, Maximilian Meyer-Bretschneider",7.8,Series
The Dragon Dentist,"Animation, Action, Adventure, Fantasy","TV Shows,Anime,Anime Fantasy,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime","Tony Azzolino, Todd Haberkorn, Doug Erholtz, Barbara Goodson",7.0,Series
Ultimate Beastmaster Italy,"Game-Show, Reality-TV","Reality, Variety & Talk Shows,TV Shows,US TV Shows,Reality TV,Competition Reality TV,Family Watch Together TV","Luis Ernesto Franco, Tiki Barber, Rafinha Bastos, Inés Sainz",7.3,Series
Drifters,"Animation, Action, Adventure","TV Shows,Anime,Anime Fantasy,Anime Series,Anime Action,Japanese TV Shows,Sci-Fi & Fantasy Anime,TV Shows Based on Manga","Josh Grelle, Robert McCollum, Justin Briner, Gwendolyn Lau",7.7,Series
The Chalet,"Drama, Mystery, Thriller","Crime TV Dramas,TV Mysteries,TV Dramas,TV Shows","Chloé Lambert, Eric Savin, Philippe Dusseau, Blanche Veisberg",7.0,Series
The Honeymoon Stand Up Special,Comedy,"Stand-up Comedy,TV Comedies,Stand-up Comedy & Talk Shows,TV Shows,US TV Shows","Natasha Leggero, Moshe Kasher",6.8,Series
Psiconautas,Comedy,"Argentinian TV Shows,Sitcoms,TV Comedies,TV Shows,Latin American TV Shows","Martín Piroyansky, Florencia Peña, Guillermo Toledo, Gabriel Goity",6.9,Series
Team Chocolate,"Drama, Family, Romance","Romantic TV Shows,TV Dramas,TV Action & Adventure,TV Shows,Romantic TV Dramas","Els Dottermans, Gert Portael, Mieke De Groote, Flor Decleir",7.4,Series
Monty Pythons Personal Best,Comedy,"TV Shows,TV Comedies,British TV Shows","Terry Gilliam, Terry Jones, Michael Palin, John Cleese",8.0,Series
Monty Python Best Bits (mostly),"Documentary, Comedy","Documentaries,TV Shows,TV Comedies,British TV Shows,Social & Cultural Docs,Docuseries",Bill Bailey,7.5,Series
Monty Pythons Flying Circus,Comedy,"TV Shows,TV Comedies,British TV Shows","Eric Idle, Terry Jones, Michael Palin, Graham Chapman",8.8,Series
Hinamatsuri,"Animation, Comedy, Fantasy","Anime,Anime Series,Anime Comedies,Japanese TV Shows","Jarrod Greene, Brina Palencia, Takako Tanaka, Yoshiki Nakajima",8.0,Series
Sword Art Online Alternative: Gun Gale Online,"Animation, Action, Adventure, Fantasy, Sci-Fi","Japanese TV Shows,Anime Action,Anime,Anime Series,Anime Sci-Fi & Fantasy,Anime based on Light Novels,Sci-Fi Anime","Tomori Kusunoki, Morgan Berry, Yôko Hikasa, Kazuyuki Okitsu",6.8,Series
Something in the Rain,"Drama, Romance","TV Dramas,TV Shows,Romantic TV Shows,Korean TV Shows,Romantic TV Dramas","Son Ye-Jin, Jung Hae-In, Joo Min-Kyung",8.1,Series
Lost in Space,"Adventure, Drama, Family, Mystery, Sci-Fi","TV Shows,US TV Shows,TV Action & Adventure,Alien Sci-Fi,TV Dramas,TV Sci-Fi & Fantasy","Maxwell Jenkins, Molly Parker, Toby Stephens, Taylor Russell",7.3,Series
Harry Enfield and Chums,Comedy,"British TV Shows,TV Comedies,British TV Comedies,TV Shows","Harry Enfield, Louisa Rix, Paul Whitehouse, Kathy Burke",7.5,Series
Forest of Piano,"Animation, Adventure, Drama, Musical","Anime Dramas,Japanese TV Shows,Anime Series,Anime,Music,Family Watch Together TV,Seinen Anime,TV Shows Based on Manga","Tony Azzolino, Reba Buhr, Johnny Yong Bosch, Griffin Burns",7.1,Series
Legend of the Galactic Heroes: Die Neue These,"Animation, Action, Drama, Sci-Fi, War","Anime Sci-Fi & Fantasy,Anime,Anime Series,Anime Dramas,Japanese TV Shows,Political TV Programmes,TV Programmes Based on Books,Anime based on Books,Sci-Fi Anime","Clifford Chapin, Ian Sinclair, Mamoru Miyano, Aaron Dismuke",7.6,Series
Harry Enfield Presents...,Comedy,"British TV Comedies,TV Shows,TV Comedies,British TV Shows","Harry Enfield, Sally Bretton, Kathy Burke",7.5,Series
Megalo Box,"Animation, Action, Adventure, Sci-Fi, Sport","Anime Series,Anime Action,Sports Anime,Japanese TV Shows,Anime Dramas,Anime","Hiroki Yasumoto, Yoshimasa Hosoya, Shirô Saitô, Nanako Mori",7.8,Series
Rostered On,Comedy,"TV Comedies,Sitcoms,TV Shows,Australian TV Shows","Ronn Kurtz, Diana Brumen, Paul Moore, Doug Lyons",7.3,Series
Loaded,"Comedy, Drama","International Programmes,British Programmes,International TV Comedies,International TV Dramas","Jonny Sweet, Samuel Anderson, Jim Howick, Nick Helm",6.6,Series
LOST SONG,"Animation, Adventure, Drama, Fantasy, Music, Musical, Romance, Sci-Fi","Anime Series,Anime,Anime Dramas,Japanese Programmes,Anime Sci-Fi & Fantasy,Music,Fantasy Anime","Kira Buckland, Reba Buhr, Yukari Tamura, Konomi Suzuki",7.2,Series
Fallet,"Comedy, Crime","International TV Comedies,International Programmes,TV Comedies,Swedish TV Shows,Scandinavian TV Shows","Christoffer Nordenrot, Adam Godley, Lisa Henni, Lia Boysen",6.8,Series
The Paper,"Crime, Drama","International TV Dramas,International Programmes","Olga Pakalovic, Trpimir Jurkic, Aleksandar Cvjetkovic, Branka Katic",8.2,Series
Miss Kobayashis Dragon Maid,"Animation, Comedy, Fantasy","Anime,Anime Series,Anime Sci-Fi & Fantasy,Anime Comedies,Japanese Programmes,TV Shows Based on Comics","Maria Naganawa, Yuuki Kuwahara, Mutsumi Tamura, Kerstin Julia Dietrich",7.7,Series
Parasyte: The Maxim,"Animation, Action, Horror, Romance, Sci-Fi, Thriller","TV Shows,Anime Series,TV Thrillers,Anime Sci-Fi,Anime,TV Horror,Alien Sci-Fi,Horror Anime,Japanese TV Shows,Sci-Fi & Fantasy Anime,TV Shows Based on Manga","Aya Hirano, Adam Gibbs, Brittney Karbowski, Nobunaga Shimazaki",8.3,Series
Go Jetters,Animation,"TV Cartoons,Education & Guidance,British Programmes,Kids Programmes,TV Programmes","Akie Kotabe, Tommie Earl Jenkins, John Hasler, Syrus Lowe",8.2,Series
Unforgotten,"Crime, Drama, Mystery","British TV Mysteries,TV Programmes,Mystery Programmes,Drama Programmes,British TV Dramas,British Programmes,Crime TV Dramas","Nicola Walker, Jordan Long, Lewis Reeves, Sanjeev Bhaskar",8.2,Series
The Job Lot,Comedy,"Comedy Programmes,British Programmes,TV Programmes,Sitcoms,British TV Comedies","Russell Tovey, Sarah Hadland, Jo Enright, Angela Curran",7.1,Series
Hey Duggee,"Animation, Family","TV Programmes,Animal Tales,Kids Programmes,British Programmes,TV Cartoons,Education & Guidance","Alexander Armstrong, Duke Davis, Jasmine Bartholomew, Alfie Sanderson",8.9,Series
A Touch of Green,"Drama, War","TV Programmes,Asian Programmes,Drama Programmes,Chinese  Programmes,Taiwanese TV Programmes,TV Programmes Based on Books","Cheryl Yang, Cindy Yu-Han Lien, Chun-Tian Lan, Tien-Hsin",8.5,Series
Days We Stared at the Sun,Drama,"TV Programmes,Asian Programmes,Drama Programmes,Chinese  Programmes,Taiwanese TV Programmes,Social Issue TV Dramas","Edison Song, Chun Hong, Chia-Yu Chang, Chien-Ho Wu",8.0,Series
Velvet Colección,"Comedy, Drama, Romance","Drama Programmes,Romance Programmes,TV Programmes,Romantic TV Dramas,Spanish TV Shows","Marta Hazas, Adrián Lastra, Diego Martín, Asier Etxeandia",7.2,Series
Trump: An American Dream,"Documentary, Biography","Social & Cultural Documentaries,Biographical Documentaries,Political Documentaries,TV Programmes,Documentaries,American Programmes","Rona Barrett, Wayne Barrett, Nikki Haskell, Colin Tierney",7.2,Series
Kill Me Heal Me,"Comedy, Drama, Romance","Asian Programmes,Romantic International TV Shows,International TV Dramas,Korean Programmes,International Programmes,Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas","Seong Ji, Shim Hye-jin, Kim Hee-Jung, Hwang Jeong-eum",8.3,Series
James Acaster: Repertoire,Comedy,"Stand-up & Chat Shows,TV Programmes,Comedy Programmes,British Programmes,Comedies,Stand-up Comedy",James Acaster,8.4,Series
The Defiant Ones,"Documentary, Biography, Crime, Music","Documentary Programmes,American Programmes,US TV Documentaries,Documentaries,TV Programmes,Biographical Documentaries,Hip-Hop,Music & Musicals,Music & Concert Documentaries","Dr. Dre, Jimmy Iovine, Bono, Janet Mormile",8.5,Series
Alexa and Katie,"Comedy, Drama","TV Programmes,Kids Programmes,Comedy Programmes","Jolie Jenkins, Paris Berelc, Isabel May, Emery Kelly",7.5,Series
The Mechanism,"Crime, Drama, Thriller","Crime TV Dramas,Crime Programmes,TV Programmes,Drama Programmes","Enrique Diaz, Caroline Abras, Selton Mello, Jonathan Haagensen",8.4,Series
Day and Night,"Crime, Drama, Mystery, Thriller","Thriller Programmes,Crime Programmes,Asian Programmes,TV Programmes,Crime TV Dramas,Drama Programmes,Chinese TV Shows","Yuan Liang, Yueming Pan, Naigang Song, Longzheng Wang",8.3,Series
Live,"Comedy, Crime, Drama","Crime TV Dramas,TV Programmes,Drama Programmes,Korean Programmes","Sung-Woo Bae, Chong-ok Bae, Kwang-Soo Lee, Jung Yu-mi",8.4,Series
Wild Wild Country,"Documentary, Crime","Historical TV Programmes,Documentaries,Crime Documentaries,TV Programmes,Crime Programmes","Osho, Jon Bowerman, Ma Anand Sheela, George Meredith",8.2,Series
On My Block,Comedy,"Drama Programmes,Romance Programmes,TV Programmes,Teen Programmes,Comedy Programmes","Brett Gray, Jason Genao, Sierra Capri, Diego Tinoco",8.0,Series
Tabula Rasa,"Drama, Thriller","Drama Programmes,TV Programmes,Mystery Programmes,TV Thrillers","Jeroen Perceval, Veerle Baetens, Gene Bervoets, Stijn Van Opstal",8.1,Series
Juni Taisen: Zodiac War,"Animation, Action, Fantasy","Anime Series,Japanese Programmes,Anime Fantasies,Anime,Anime Action,TV Programmes,Anime based on Books,Sci-Fi & Fantasy Anime,TV Programmes Based on Books","Jerry Jewell, Ian Sinclair, Mark Stoddard, Caitlin Glass",6.6,Series
Secret of the Nile,Drama,"Drama Programmes,TV Programmes,Romantic TV Dramas,Middle Eastern TV Shows","Ahmed Dawood, Amr Youssef, Mohamed Hatem, Amina Khalil",8.2,Series
Collateral,"Crime, Drama, Mystery, Thriller","Drama Programmes,British Programmes,Crime TV Dramas,Crime Programmes,TV Programmes","Jeany Spark, Nicola Walker, Carey Mulligan, Nathaniel Martello-White",6.8,Series
Borderliner,"Crime, Drama, Thriller","TV Programmes,Thriller Programmes,TV Dramas,Crime TV Dramas,Scandinavian TV Shows","Ellen Dorrit Petersen, Tobias Santelmann, Eivind Sander, Benjamin Helstad",6.8,Series
B: The Beginning,"Animation, Action, Crime, Drama, Horror, Sci-Fi, Thriller","TV Programmes,Crime Programmes,Anime Series","Hiroki Touchi, Hiroaki Hirata, Johnny Yong Bosch, Asami Seto",7.2,Series
Flint Town,"Documentary, Crime","Political Documentaries,American Programmes,Documentaries,Social & Cultural Documentaries,TV Programmes","Robert Frost, Dion Reed, Bridgette Balasko, Tim Johnson",7.9,Series
Lucky Romance,"Comedy, Romance","Korean Programmes,International TV Comedies,International Programmes,Romantic International TV Shows,Asian Programmes,Comedy Programmes,Romantic TV Comedies,Korean TV Programmes Based on Webtoon","Sang-Hoon Jung, Cho-hee Lee, Hwang Jeong-eum, Ji-min Kim",7.1,Series
Kims Convenience,Comedy,"Comedy Programmes,Canadian TV Programmes,TV Programmes,Sitcoms","Paul Sun-Hyung Lee, Simu Liu, Andrea Bang, Jean Yoon",8.2,Series
Timeline,"Drama, Romance","Crime Documentaries,Documentaries,Crime TV Documentaries,Documentary Programmes,TV Programmes,Thai TV Programmes","Jirayu Tangsrisuk, Jarinporn Joonkiat, Piyathida Woramusik",6.8,Series
